Division,District,Division_Geocode,District_Geocode,Household_Total,Population_Total,Household_Excluding_Slum_Floating,Population_Excluding_Slum_Floating,Household_Slum,Population_Slum,Household_Floating,Population_Floating,Population Density,Type of Household_Household_total_except_floating_#,Type of Household_Population__except_floating_#,Type of Household_Household_General_#,Type of Household_Population_General_#,Type of Household_Household_Institutional,Type of Household_Population_Institutional_#,Type of Household_Household_Other_#,Type of Household_Population_Other_#,"Type of Dwelling, Sex & Dist_Population_Total_#","Type of Dwelling, Sex & Dist_Population_Male_#","Type of Dwelling, Sex & Dist_Population_Female_#","Type of Dwelling, Sex & Dist_Population_Hijra_#","Type of Dwelling, Sex & Dist_Population_Excluding_Slum_Floating_Total_#","Type of Dwelling, Sex & Dist_Population_Excluding_Slum_Floating_Male_#","Type of Dwelling, Sex & Dist_Population_Excluding_Slum_Floating_Female_#","Type of Dwelling, Sex & Dist_Population_Excluding_Slum_Floating_Hijra_#","Type of Dwelling, Sex & Dist_Population_Slum_Total_#","Type of Dwelling, Sex & Dist_Population_Slum_Male_#","Type of Dwelling, Sex & Dist_Population_Slum_Female_#","Type of Dwelling, Sex & Dist_Population_Slum_Hijra_#","Type of Dwelling, Sex & Dist_Population_Floating_Total_#","Type of Dwelling, Sex & Dist_Population_Floating_Male_#","Type of Dwelling, Sex & Dist_Population_Floating_Female_#","Type of Dwelling, Sex & Dist_Population_Floating_Hijra_#","Population by Sex, Dist & Loca_Population_Total_#","Population by Sex, Dist & Loca_Population_Male_#","Population by Sex, Dist & Loca_Population_Female_#","Population by Sex, Dist & Loca_Population_Hijra_#","Population by Sex, Dist & Loca_Population_rural_Total_#","Population by Sex, Dist & Loca_Population_rural_Male_#","Population by Sex, Dist & Loca_Population_rural_Female_#","Population by Sex, Dist & Loca_Population_rural_Hijra_#","Population by Sex, Dist & Loca_Population_Urban_Total_#","Population by Sex, Dist & Loca_Population_Urban_Male_#","Population by Sex, Dist & Loca_Population_Urban_Female_#","Population by Sex, Dist & Loca_Population_Urban_Hijra_#","Type of Household, Dist and Loca_# Population","Type of Household, Dist and Loca_# Population_ General HH","Type of Household, Dist and Loca_# Population_ Institutional HH","Type of Household, Dist and Loca_# Population_other HH","Type of Household, Dist and Loca_% Population_General HH","Type of Household, Dist and Loca_% Population_Institutional HH","Type of Household, Dist and Loca_% Population_other HH","Type of Household, Loca_Rural_# Population_Rural","Type of Household, Loca_Rural_# Population_ General HH_Rural","Type of Household, Loca_Rural_# Population_Institutional HH_Rural","Type of Household, Loca_Rural_# Population_other HH_Rural","Type of Household, Loca_Rural_% Population_General HH_Rural","Type of Household, Loca_Rural_% Population_Institutional HH_Rural","Type of Household, Loca_Rural_% Population_other HH_Rural","Type of Household, Loca_Urban.# Population_Urban","Type of Household, Loca_Urban.# Population_ General HH_Urban","Type of Household, Loca_Urban.# Population_Institutional HH_Urban","Type of Household, Loca_Urban.# Population_other HH_Urban","Type of Household, Loca_Urban.% Population_General HH_Urban","Type of Household, Loca_Urban.% Population_Institutional HH_Urban","Type of Household, Loca_Urban.% Population_other HH_Urban",10 Yrs & above by Mar Sta_Sex_# population,10 Yrs & above by Mar Sta_Sex_# Male ,10 Yrs & above by Mar Sta_Sex_# female,10 Yrs & above by Mar Sta_Sex_# Never married population,10 Yrs & above by Mar Sta_Sex_# Never married population_male,10 Yrs & above by Mar Sta_Sex_# Never married population_female,10 Yrs & above by Mar Sta_Sex_# Currently married population,10 Yrs & above by Mar Sta_Sex_# Currently married population_male,10 Yrs & above by Mar Sta_Sex_# Currently married population_female,10 Yrs & above by Mar Sta_Sex_# Widow/Widower population,10 Yrs & above by Mar Sta_Sex_# Widow/Widower population_male,10 Yrs & above by Mar Sta_Sex_# Widow/Widower population_female,10 Yrs & above by Mar Sta_Sex_# Divorced population,10 Yrs & above by Mar Sta_Sex_# Divorced population_male,10 Yrs & above by Mar Sta_Sex_# Divorced population_female,10 Yrs & above by Mar Sta_Sex_# Separated population,10 Yrs & above by Mar Sta_Sex_# Separated population_male,10 Yrs & above by Mar Sta_Sex_# Separated population_female,"Population by Religion, Sex_# Total_Muslim","Population by Religion, Sex_# Male_Muslim","Population by Religion, Sex_# Female_Muslim","Population by Religion, Sex_# Total_Hindu","Population by Religion, Sex_# Male_Hindu","Population by Religion, Sex_# Female_Hindu","Population by Religion, Sex_# Total_Christian","Population by Religion, Sex_# Male_Christian","Population by Religion, Sex_# Female_Christian","Population by Religion, Sex_# Total_Buddhist","Population by Religion, Sex_# Male_Buddhist","Population by Religion, Sex_# Female_Buddhist","Population by Religion, Sex_# Total_Others","Population by Religion, Sex_# Male_Others","Population by Religion, Sex_# Female_Others","Population Growth Rate, Sex Rat_Overall_Avg_Population Growth","Population Growth Rate, Sex Rat_Overall_Sex_Ratio","Population Growth Rate, Sex Rat_Overall_Dependeny_Ratio","Population Growth Rate, Sex Rat_Overall_Child-Woman Ratio","Population Growth Rate, Sex Rat_Rural_Avg. Population Growth","Population Growth Rate, Sex Rat_Rural_Sex_Ratio","Population Growth Rate, Sex Rat_Rural_Dependeny_Ratio","Population Growth Rate, Sex Rat_Rural_Child-Woman Ratio","Population Growth Rate, Sex Rat_Urban_Avg__Population Growth","Population Growth Rate, Sex Rat_Urban_Sex_Ratio","Population Growth Rate, Sex Rat_Urban_Dependeny_Ratio","Population Growth Rate, Sex Rat_Urban_Child-Woman Ratio",Person With Disablity (Except Hijra)_Total_Persons_With_Disability_#,Person With Disablity (Except Hijra)_Autism or Autism Spectrum Disorders_#,Person With Disablity (Except Hijra)_Physical Disability_#,Person With Disablity (Except Hijra)_Mental Illness Leading to Disability_#,Person With Disablity (Except Hijra)_Visual Disability_#,Person With Disablity (Except Hijra)_Speech Disability_#,Person With Disablity (Except Hijra)_Intellectual Disability_#,Person With Disablity (Except Hijra)_Hearing Disability_#,Person With Disablity (Except Hijra)_Deaf- Blindness_#,Person With Disablity (Except Hijra)_Cerebral Palsy_#,Person With Disablity (Except Hijra)_Down Syndrome_#,Person With Disablity (Except Hijra)_Multiple Disabilities_#,Person With Disablity (Except Hijra)_Other Disability_#,Literacy Rate_5year+_Overall,Literacy Rate_5year+_Male,Literacy Rate_5year+_Female,Rural_Literacy Rate_5year+_Overall,Rural_Literacy Rate_5year+_Male,Rural_Literacy Rate_5year+_Female,Urban_Literacy Rate_5year+_Overall,Urban_Literacy Rate_5year+_Male,Urban_Literacy Rate_5year+_Female,Literacy Rate_7year+_Overall,Literacy Rate_7year+_Male,Literacy Rate_7year+_Female,Rural_Literacy Rate_7year+_Overall,Rural_Literacy Rate_7year+_Male,Rural_Literacy Rate_7year+_Female,Urban_Literacy Rate_7year+_Overall,Urban_Literacy Rate_7year+_Male,Urban_Literacy Rate_7year+_Female,Literacy Rate_Aged 7 Yrs Ab_Re_Muslim,Literacy Rate_Aged 7 Yrs Ab_Re_Hindu,Literacy Rate_Aged 7 Yrs Ab_Re_Christian,Literacy Rate_Aged 7 Yrs Ab_Re_Buddist,Literacy Rate_Aged 7 Yrs Ab_Re_others,Literacy Rate_Aged 7 Yrs Ab_Re_Muslim_Male,Literacy Rate_Aged 7 Yrs Ab_Re_Hindu_Male,Literacy Rate_Aged 7 Yrs Ab_Re_Christian_Male,Literacy Rate_Aged 7 Yrs Ab_Re_Buddist_Male,Literacy Rate_Aged 7 Yrs Ab_Re_others_Male,Literacy Rate_Aged 7 Yrs Ab_Re_Muslim_Female,Literacy Rate_Aged 7 Yrs Ab_Re_Hindu_Female,Literacy Rate_Aged 7 Yrs Ab_Re_Christian_Female,Literacy Rate_Aged 7 Yrs Ab_Re_Buddist_Female,Literacy Rate_Aged 7 Yrs Ab_Re_others_Female,Total_Male_Student_5-29 years_#,Total_Female_Student_5-29 years_#,5-9 Year_Male_Student_#,5-9 Year_Female_Student_#,10-14 Years_Male_Student_#,10-14 Years_Female_Student_#,15-19 Years_Male_Student_#,15-19 Years_Female_Student_#,20-24 Years_Female_Student_#,20-24 Years_Male_Student_#,25-29 Years_Male_Student_#,25-29 Years_Female_Student_#,Overall_Working_Status_5 Year+_#,Overall_Working_Status_5 Year+_Male_#,Overall_Working_Status_5 Year+_Female_#,Overall_Employed_Working_Status_5 Year+_#,Overall_Employed_Working_Status_5 Year+_Male_#,Overall_Employed_Working_Status_5 Year+_Female_#,Overall_Household Work_Working_Status_5 Year+_#,Overall_Household Work_Working_Status_5 Year+_Male_#,Overall_Household Work_Working_Status_5 Year+_Female_#,Overall_Looking for work_Working_Status_5 Year+_#,Overall_Looking for work_Working_Status_5 Year+_Male_#,Overall_Looking for work_Working_Status_5 Year+_Female_#,Overall_Do not Work_Working_Status_5 Year+_#,Overall_Do not Work_Working_Status_5 Year+_Male_#,Overall_Do not Work_Working_Status_5 Year+_Female_#,Type of Work_Total_Employed_Population_# ,Type of Work_Male_Employed_Population _#,Type of Work_Female_Employed_Population_# ,Type of Work_Total_Salary/Wage_#,Type of Work_Male_Salary/Wage_#,Type of Work_Female_Salary/Wage_#,Type of Work_Total_Profit_#,Type of Work_Male_Profit_#,Type of Work_Female_Profit_#,Type of Work_Total_Household Use/Consumption_#,Type of Work_Male_Household Use/Consumption_#,Type of Work_Female_Household Use/Consumption_#,Type of Work_Total_Apprenticeship_#,Type of Work_Male_Apprenticeship_#,Type of Work_Female_Apprenticeship_#,Total_Employed_Population_#  ,Employed Population by Sector_Male_#,Employed Population by Sector_Female_#,Employed Population by Sector_Total_Agriculture_#,Employed Population by Sector_Male_Agriculture_#,Employed Population by Sector_Female_Agriculture_#,Employed Population by Sector_Total_Industry_#,Employed Population by Sector_Male_Industry_#,Employed Population by Sector_Female_Industry_#,Employed Population by Sector_Total_Service_#,Employed Population by Sector_Male_Service_#,Employed Population by Sector_Female_Service_#,15-24 Years NEET_%_Overall,15-24 Years NEET_%_male_Overall,15-24 Years NEET_%_female_Overall,15-24 Years NEET_%_rural_Overall,15-24 Years NEET_%_male_rural_Overall,15-24 Years NEET_%_female_rural_Overall,15-24 Years NEET_%_urban_Overall,15-24 Years NEET_%_male_urban_Overall,15-24 Years NEET_%_female_urban_Overall,15-24 Years NEET_%_15_19 year_overall,15-24 Years NEET_%_male_15_19 year,15-24 Years NEET_%_female_15_19 year,15-24 Years NEET_%_rural_15_19 year,15-24 Years NEET_%_male_rural_15_19 year,15-24 Years NEET_%_female_rural_15_19 year,15-24 Years NEET_%_urban_15_19 year,15-24 Years NEET_%_male_urban_15_19 year,15-24 Years NEET_%_female_urban_15_19 year,15-24 Years NEET_%_20_24 year_overall,15-24 Years NEET_%_male_20_24 year,15-24 Years NEET_%_female_20_24 year,15-24 Years NEET_%_rural_20_24 year,15-24 Years NEET_%_male_rural_20_24 year,15-24 Years NEET_%_female_rural_20_24 year,15-24 Years NEET_%_urban_20_24 year,15-24 Years NEET_%_male_urban_20_24 year,15-24 Years NEET_%_female_urban_20_24 year,%_Mobile Phone_Total_5year+,%_Mobile Phone_Male_5year+,%_Mobile Phone_Female_5year+,%_Mobile Phone_Rural_Total_5year+,%_Mobile Phone_Rural_Male_5year+,%_Mobile Phone_Rural_female_5year+,%_Mobile Phone_urban_Total_5year+,%_Mobile Phone_urban_Male_5year+,%_Mobile Phone_urban_female_5year+,%_Mobile Phone_Total_15 year+,%_Mobile Phone_Male_15 year+,%_Mobile Phone_Female_15 year+,%_Mobile Phone_Rural_Total_15 year+,%_Mobile Phone_Rural_Male_15 year+,%_Mobile Phone_Rural_female_15 year+,%_Mobile Phone_urban_Total_15 year+,%_Mobile Phone_urban_Male_15 year+,%_Mobile Phone_urban_female_15 year+,%_Inernet_Total_5year+,%_Inernet_Male_5year+,%_Inernet_Female_5year+,%_Inernet_Rural_Total_5year+,%_Inernet_Rural_Male_5year+,%_Inernet_Rural_female_5year+,%_Inernet_urban_Total_5year+,%_Inernet_urban_Male_5year+,%_Inernet_urban_female_5year+,%_Inernet_Total_15 year+,%_Inernet_Male_15 year+,%_Inernet_Female_15 year+,%_Inernet_Rural_Total_15 year+,%_Inernet_Rural_Male_15 year+,%_Inernet_Rural_female_15 year+,%_Inernet_urban_Total_15 year+,%_Inernet_urban_Male_15 year+,%_Inernet_urban_female_15 year+,%_Have financial account_Overall,%_Have financial account_Male,%_Have financial account_Female,%_Have financial account_Rural,%_Have financial account_Rural_Male,%_Have financial account_Rural_Female,%_Have financial account_Urban,%_Have financial account_Urban_Male,%_Have financial account_Urban_Female,%_Mobile Bank Account_Overall,%_Mobile Bank Account_Male,%_Mobile Bank Account_Female,%_Mobile Bank Account_Rural,%_Mobile Bank Account_Rural_Male,%_Mobile Bank Account_Rural_Female,%_Mobile Bank Account_Urban,%_Mobile Bank Account_Urban_Male,%_Mobile Bank Account_Urban_Female,# Overall_Ethnic Population,# Male _Ethnic Population,% Male_Ethnic Population,# Female_Ethnic Population,% Female_Ethnic Population ,# Overall_Bangladeshi_National,% Overall_Bangladeshi_National,# Male_Bangladeshi_National,% Male_Bangladeshi_National,# Female_Bangladeshi_National,% Female_Bangladeshi_National,# Hizra_Bangladeshi_National,% Hizra_Bangladeshi_National,Number_Returned_Migrant,Percent_Returned_Migrant,Household by Type of Dwelling_# of HH,Household by Type of Dwelling_# Rural HH,Household by Type of Dwelling_# of Urban HH,Household by Type of Dwelling_# of HH excluding slum and floating,Household by Type of Dwelling_# of HH excluding slum and floating_rural,Household by Type of Dwelling_# of HH excluding slum and floating_urban,Household by Type of Dwelling_# of Slum HH  ,Household by Type of Dwelling_# of Slum HH _rural,Household by Type of Dwelling_# of Slum HH _urban,Household by Type of Dwelling_# of Floating  HH  ,Household by Type of Dwelling_# of Floating  HH _rural,Household by Type of Dwelling_# of Floating HH _urban,type of HH_# of HH,type of HH_# Rural HH,type of HH_# of Urban HH,type of HH_# of General HH,type of HH_# of General HH_Rural,type of HH_# of General HH_Urban,type of HH_# of Institutional Household,type of HH_# of Institutional Household_Rural,type of HH_# of Institutional Household_Urban,type of HH_# of Other Household,type of HH_# of Other Household_Rural,type of HH_# of Other Household_Urban,Household by Wall Material_#Wall_Total,Household by Wall Material_#Wall_Cement/Concrete/Brick/Terracotta,Household by Wall Material_#Wall_Ceramic Tiles,Household by Wall Material_#Wall_Metal sheet/CI sheet/Corrugated Iron she,Household by Wall Material_#Wall_Wood/Bamboo/Mat/Palm Tree/Betal Nut Trun,Household by Wall Material_#Wall_Straw/ Chhan/Golpata/Palm Leaf/Bichali/P,Household by Wall Material_#Wall_Soil/ Mud,Household by Wall Material_#Wall_Other Materials,Household by Wall Material_# No Wall,Household by Wall Material_Cement/Concrete/Brick/Terracotta_Wall_%,Household by Wall Material_Ceramic Tiles_Wall_%,Household by Wall Material_Metal sheet/CI sheet/Corrugated Iron sheet_Wal,Household by Wall Material_Wood/Bamboo/Mat/Palm Tree/Betal Nut Trunk_Wall,Household by Wall Material_Straw/ Chhan/Golpata/Palm Leaf/Bichali/Polythe,Household by Wall Material_Soil/ Mud_Wall_%,Household by Wall Material_Other Materials__Wall_%,Household by Wall Material_No wall %,Household by Roof Material_# roof_Total,Household by Roof Material_# roof_Cement/Concrete/Tile,Household by Roof Material_# roof_Metal Sheet/ CI Sheet/Corrugated Iron S,Household by Roof Material_# roof_Wood/Bamboo/Bichali/Golpata Palm Leaf/P,Household by Roof Material_# roof_Hand-made Tiles/Tile,Household by Roof Material_# roof_Other Materials,Household by Roof Material_# No Roof,Household by Roof Material_Cement/Concrete/Tile_roof_%,Household by Roof Material_Metal Sheet/ CI Sheet/Corrugated Iron Sheet_ro,Household by Roof Material_Wood/Bamboo/Bichali/Golpata Palm Leaf/Polythen,Household by Roof Material_Hand-made Tiles/Tile_roof_%,Household by Roof Material_Other Materials_roof_%,Household by Roof Material_No_roof_%,Household by Floor Material_# floor_Total,Household by Floor Material_# floor_Cement/Concrete/Brick/Terracotta,Household by Floor Material_# floor_Tiles/Mosaic,Household by Floor Material_# floor_Wood/Bamboo/Mat/Palm Tree/Betel Nut T,Household by Floor Material_# floor_Soil/Sand/Mud,Household by Floor Material_# floor_Other Materials,Household by Floor Material_Cement/Concrete/Brick/Terracotta_floor_%,Household by Floor Material_Tiles/Mosaic_floor_%,Household by Floor Material_Wood/Bamboo/Mat/Palm Tree/Betel Nut Trunk_flo,Household by Floor Material_Soil/Sand/Mud_floor_%,Household by Floor Material_Other Materials_floor_%,Household by Structure_#_Total ,Household by Structure_#_Pucca,Household by Structure_#_Semi-pucca,Household by Structure_#_Kancha,Household by Structure_#_Jhupri,Household by Structure_Total_%,Household by Structure_Pucca_%,Household by Structure_Semi-pucca_%,Household by Structure_Kancha_%,Household by Structure_Jhupri_%,Household by Ownership Status_Own dwelling unit_%,Household by Ownership Status_Rented but having own dwelling unit elsewhere_%,Household by Ownership Status_Rented and having no own dwelling unit_%,Household by Ownership Status_Rent free but having own dwelling unit elsewhere_%,Household by Ownership Status_Rent free and having no own dwelling unit elsewhere_%,Main Source of Drinking Water_Tap/pipe (Supply)_%,Main Source of Drinking Water_Tube-well (Deep/Shallow)_%,Main Source of Drinking Water_Bottled/Jar Water_%,Main Source of Drinking Water_Well_%,Main Source of Drinking Water_Pond/River/Canal/Lake_%,Main Source of Drinking Water_Spring_%,Main Source of Drinking Water_Rain Water_%,Main Source of Drinking Water_Others_%,Toilet Facilities_Safe Disposal with Flushing/ Pouring Water_%,Toilet Facilities_Safe Disposal with Flushing/ Pouring Water_%2,Toilet Facilities_Safe Disposal with Flushing/ Pouring Water_%3,"Toilet Facilities_Pit Latrine 
Without 
Slab/ Open_%
Pit",Toilet Facilities_Raw/Open/ Hanging Latrine (Permanent/ Temporary)_%,Toilet Facilities_Open Defecation/ No Latrine Available_%,Type of Toilet Use_Toilet_Not-Toilet_Shared_%,Type of Toilet Use_Toilet_Shared_%,Type of Toilet Use_Rural_Toilet_Not-Toilet_Shared_%,Type of Toilet Use_Rural_Toilet_Shared_%,Type of Toilet Use_urban_Toilet_Not-Toilet_Shared_%,Type of Toilet Use_urban_Toilet_Shared_%,Handwashing Facilities_Soap & Water_%,Handwashing Facilities_Only Soap_%,Handwashing Facilities_Only Water_%,Handwashing Facilities_No Separate Arrangement_%,Main Source of Electricity_National Grid_%,Main Source of Electricity_Solar Power_%,Main Source of Electricity_Others_%,Main Source of Electricity_No Electricity Connection_%,Main Source of Cooking Fuel_Straw/ Leaf/ Bran/ Husk_%,Main Source of Cooking Fuel_Wood/ Chalk/ Chopped Wood_%,Main Source of Cooking Fuel_Wood-coal/ Charcoal/ Dried Dung_%,Main Source of Cooking Fuel_Kerosene/ Paraffin_%,Main Source of Cooking Fuel_Petrol/ Diesel_%,Main Source of Cooking Fuel_Electricty_% ,Main Source of Cooking Fuel_Supply Gas_%,Main Source of Cooking Fuel_ LP Gas_%,Main Source of Cooking Fuel_Biogas_%,Main Source of Cooking Fuel_Others_%,Foreign Remittance Recipient_Total_HH #,Foreign Remittance Recipient_Rural_HH #,Foreign Remittance Recipient_Urban_HH #,Number of Person & Avg HH Size_Total_HH #,Number of Person & Avg HH Size_# of HH with 1-Person,Number of Person & Avg HH Size_# of HH with 2-Person,Number of Person & Avg HH Size_# of HH with 3-Person,Number of Person & Avg HH Size_# of HH with 4-Person,Number of Person & Avg HH Size_# of HH with 5-Person,Number of Person & Avg HH Size_# of HH with 6-Person,Number of Person & Avg HH Size_# of HH with 7-Person,Number of Person & Avg HH Size_# of HH with 8-Person,Number of Person & Avg HH Size_# of HH with 9-Person ,Number of Person & Avg HH Size_# of HH with 10-Person ,Number of Person & Avg HH Size_# of HH with 10-Person +,Number of Person & Avg HH Size_Average Household Size
Barishal,Barguna,10,4,255390,1010531,254895,1008695,451,1789,44,47,552,255346,1010484,253388,992721,286,12095,1672,5668,1010531,494738,515723,70,1008695,493836,514789,70,1789,871,918,0,47,31,16,0,1010531,494738,515723,70,779670,381325,398327,18,230861,113413,117396,52,1010484,992721,12095,5668,98.24,1.2,0.56,779660,769326,7517,2817,98.67,0.96,0.36,230824,223395,4578,2851,96.78,1.98,1.24,833901,404669,429232,205259,125054,80205,575209,272294,302915,46590,5379,41211,3363,890,2473,3480,1052,2428,937495,457588,479907,69481,34436,35045,252,117,135,3185,2564,621,48,33,15,1.1,95.93,53.44,312.12,-0.11,95.73,54.23,317.13,7.17,96.61,50.83,295.91,23206,667,8330,1524,3974,1620,868,1345,303,199,248,2807,1321,80.02,81.5,78.61,78.64,80.12,77.23,84.67,86.11,83.28,80.65,82.28,79.1,79.3,80.94,77.74,85.21,86.78,83.72,80.33,84.3,84.98,91.76,52.63,81.77,87.65,89.22,96.32,60.71,78.97,81.02,81.68,72.16,30,130250,118524,36873,35510,45231,42483,32379,29852,12031,8386,3736,2293,921567,449669,471898,276918,241102,35816,305415,29789,275626,18436,13489,4947,320798,165289,155509,276918,241102,35816,149065,132440,16625,59936,53276,6660,50621,43986,6635,17296,11400,5896,276918,241102,35816,136245,112834,23411,26881,25318,1563,113792,102950,10842,35.95,15.71,53.38,36.96,16.24,55.01,32.67,13.98,48.22,25.44,15.23,35.17,26.39,15.83,36.58,22.38,13.27,30.73,49.01,16.39,73.73,50.11,16.81,75.58,45.45,14.97,67.88,57.69,66.85,48.95,56.65,66.3,47.48,61.17,68.69,53.95,71.39,83.87,59.87,70.07,83.13,58.03,75.85,86.35,66.08,24.37,31.25,17.82,22.32,29.05,15.93,31.26,38.6,24.22,29.12,38.1,20.82,26.63,35.4,18.55,37.49,47.14,28.5,23.91,30.45,17.88,22.13,28.19,16.55,29.93,38.03,22.39,45.23,58.29,33.17,44.5,57.34,32.67,47.69,61.45,34.88,1137,555,48.81,582,51.19,1144674,0.69,569422,0.7,575180,0.69,72,0.89,2196,0.47,255390,196814,58576,254895,196804,58091,451,0,451,44,10,34,255346,196804,58542,253388,195865,57523,286,164,122,1672,775,897,253388,42420,568,196608,8960,1000,3674,106,52,16.74,0.22,77.59,3.54,0.39,1.45,0.04,0.02,253388,21310,228275,3485,67,101,150,8.41,90.09,1.38,0.03,0.04,0.06,253388,45257,3350,7651,196953,177,17.86,1.32,3.02,77.73,0.07,253388,19783,17311,214105,2189,100,7.81,6.83,84.5,0.86,93.96,4.58,0.63,0.3,0.54,3.17,87.7,0.32,0.05,6.07,0,2.67,0.02,28.29,9.66,55.57,5.08,1.3,0.09,90.09,9.91,89.86,10.14,90.87,9.13,60.59,1.71,27.28,10.41,98.41,0.69,0.16,0.75,2.69,88.31,4.48,0.01,0.01,0.04,0,4.4,0.02,0.04,12017,9197,2820,253388,10598,37618,57097,68828,43330,20901,8395,3499,1583,772,767,3.92
Khulna,Bagerhat,40,1,408840,1613076,406058,1603126,2605,9763,177,187,407,408663,1612889,406373,1582590,534,23705,1756,6594,1613076,802314,810691,71,1603126,797464,805592,70,9763,4724,5038,1,187,126,61,0,1613076,802314,810691,71,1227890,611466,616379,45,385186,190848,194312,26,1612889,1582590,23705,6594,98.12,1.47,0.41,1227793,1207533,16788,3472,98.35,1.37,0.28,385096,375057,6917,3122,97.39,1.8,0.81,1333254,659593,673661,335700,211486,124214,900137,434774,465363,82488,8733,73755,6944,1956,4988,7985,2644,5341,1342772,665650,677122,264222,133701,130521,5890,2880,3010,81,50,31,40,33,7,0.79,98.97,50.65,321.41,-0.37,99.2,50.77,321.85,6.04,98.22,50.25,320.04,26728,847,9948,2489,3018,2305,1826,1572,95,204,231,2779,1414,80.74,81.71,79.79,80.51,81.57,79.47,81.48,82.18,80.8,81.42,82.49,80.37,81.17,82.31,80.03,82.23,83.05,81.44,80.8,84.41,81.16,91.78,86.11,81.35,87.84,83.55,95.56,83.87,80.27,80.91,78.88,85.71,100,195106,180346,57420,55533,63910,62357,46866,43270,20774,15103,6136,4083,1469573,729574,739999,491975,426882,65093,456934,28373,428561,26458,19525,6933,494206,254794,239412,491975,426882,65093,278034,246814,31220,121598,109310,12288,70597,59064,11533,21746,11694,10052,491975,426882,65093,247483,207196,40287,61042,54570,6472,183450,165116,18334,35.66,13.89,55.29,35.77,13.92,55.8,35.32,13.78,53.79,27.01,14.85,38.71,27,14.74,38.98,27.05,15.18,37.92,44.95,12.78,72.01,45.26,12.97,72.9,44,12.2,69.41,57.46,67.73,47.35,56.82,67.52,46.25,59.51,68.41,50.82,70.15,83.28,57.45,69.24,82.8,56.06,73.08,84.81,61.86,23.97,31.68,16.36,22.66,30.52,14.9,28.14,35.41,21.03,28.58,38.26,19.21,26.97,36.77,17.46,33.76,43.11,24.82,25.84,32.1,19.77,25.14,31.37,19.09,28.07,34.48,21.95,40.4,53,28.2,40.12,52.86,27.76,41.28,53.48,29.62,1046,568,54.3,478,45.7,1779804,1.08,889266,1.09,890448,1.07,90,1.11,2949,0.63,408840,310839,98001,406058,310554,95504,2605,196,2409,177,89,88,408663,310750,97913,406373,309484,96889,534,372,162,1756,894,862,406373,114737,1142,205153,75433,6639,3078,102,89,28.23,0.28,50.48,18.56,1.63,0.76,0.03,0.02,406373,49646,341133,15370,118,50,56,12.22,83.95,3.78,0.03,0.01,0.01,406373,113360,8357,4573,280032,51,27.9,2.06,1.13,68.91,0.01,406373,46964,52435,295670,11304,100,11.56,12.9,72.76,2.78,91.57,4.86,1.4,0.62,1.56,3.7,53.08,4.46,0.03,21.99,0,16.74,0.01,36.39,10.46,46.67,4.63,1.7,0.15,87.32,12.68,88.21,11.79,84.48,15.52,69.54,3.61,17.24,9.61,97.85,0.97,0.15,1.03,1.37,82.91,8.15,0.01,0,0.11,0,7.41,0.04,0.01,13393,9102,4291,406373,19185,57195,96057,109638,68442,32081,12933,5722,2560,1324,1236,3.89
